WAVE_NO	HH_ID	MEM_ID	STATE	HR	DISTRICT	REGION_TYPE	STRATUM	PSU_ID	MONTH_SLOT	RESPONSE_STATUS	REASON_FOR_NON_RESPONSE	FAMILY_SHIFTED	MEM_WEIGHT_W	MEM_WEIGHT_FOR_COUNTRY_W	MEM_WEIGHT_FOR_STATE_W	GE15_MEM_WEIGHT_W	GE15_MEM_WEIGHT_FOR_COUNTRY_W	GE15_MEM_WEIGHT_FOR_STATE_W	MEM_NON_RESPONSE_W	MEM_NON_RESPONSE_FOR_COUNTRY_W	MEM_NON_RESPONSE_FOR_STATE_W	GE15_MEM_NON_RESPONSE_W	GE15_MEM_NON_RESPONSE_FOR_COUNTRY_W	GE15_MEM_NON_RESPONSE_FOR_STATE_W	MEMBER_STATUS	REASON_FOR_EMIGRATION_IMMIGRATION	EMIGRATED_IMMIGRATED_FROM_TO_STATE	EMIGRATED_IMMIGRATED_FROM_TO_DISTRICT	EMIGRATED_IMMIGRATED_FROM_TO_REGION_TYPE	WILL_EMIGRATE	WILL_EMIGRATE_REASON	TIME_TO_EMIGRATE	WILL_EMIGRATE_STATE	WILL_EMIGRATE_DISTRICT	WILL_EMIGRATE_REGION_TYPE	GENDER	AGE_YRS	AGE_MTHS	RELATION_WITH_HOH	MARITAL_STATUS	STATE_OF_ORIGIN	RELIGION	CASTE	CASTE_CATEGORY	LITERACY	EDUCATION	DISCIPLINE	HAS_DIPLOMA	DISCIPLINE_OF_DIPLOMA	NATURE_OF_OCCUPATION	INDUSTRY_OF_OCCUPATION	OCCUPATION	EMPLOYMENT_STATUS	EMPLOYMENT_STATUS_SINCE_YRS	EMPLOYMENT_STATUS_SINCE_MTHS	EMPLOYMENT_STATUS_SINCE_DAYS	TYPE_OF_EMPLOYMENT	EMPLOYMENT_ARRANGEMENT	PLACE_OF_WORK	TIME_TO_START_WORKING	TIME_SPENT_ON_WORK_FOR_HH_AND_MEM	TIME_SPENT_ON_WORK_FOR_EMPLOYER	TIME_SPENT_ON_WORK_AS_UNPAID_TRAINEE	TIME_SPENT_ON_WORK_AS_UNPAID_VOLUNTEER	TIME_SPENT_ON_TRAVEL	TIME_SPENT_ON_LEARNING	TIME_SPENT_ON_RELIGIOUS_ACTIVITIES	TIME_SPENT_ON_OUTDOOR_SPORTS	TIME_SPENT_ON_HANGING_OUT_OR_WITH_FRIENDS	TIME_SPENT_ON_INDOOR_ENTERTAINMENT	TIME_SPENT_ON_OTHER_ACTIVITIES_FOR_SELF	IS_HEALTHY	IS_ON_REGULAR_MEDICATION	IS_HOSPITALISED	HAS_BANK_AC	HAS_CREDITCARD	HAS_KISAN_CREDITCARD	HAS_DEMAT_AC	HAS_PF_AC	HAS_LIC	HAS_HEALTH_INSURANCE	HAS_MOBILE
27	69036819	7	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11719	Nov 2022	Non-Response	Could not be executed	Data Not Available	3481.490255	3481.490255	3481.490255	0.0	0.0	0.0	3.026767	3.026767	3.026767	0.0	0.0	0.0	Member of the household	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	12	0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available
27	26203698	2	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11719	Nov 2022	Non-Response	Could not be executed	Data Not Available	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Emigrated	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available
27	26203698	3	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11719	Nov 2022	Non-Response	Could not be executed	Data Not Available	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Emigrated	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available
27	26203698	4	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11719	Nov 2022	Non-Response	Could not be executed	Data Not Available	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Emigrated	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available
27	26203698	5	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11719	Nov 2022	Non-Response	Could not be executed	Data Not Available	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Emigrated	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available
27	26203698	6	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11719	Nov 2022	Non-Response	Could not be executed	Data Not Available	3481.490255	3481.490255	3481.490255	3269.201086	3269.201086	3269.201086	3.026767	3.026767	3.026767	2.91961	2.91961	2.91961	Member of the household	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	40	0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available
27	26203698	7	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11719	Nov 2022	Non-Response	Could not be executed	Data Not Available	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Emigrated	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available
27	26203698	8	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11719	Nov 2022	Non-Response	Could not be executed	Data Not Available	3481.490255	3481.490255	3481.490255	3269.201086	3269.201086	3269.201086	3.026767	3.026767	3.026767	2.91961	2.91961	2.91961	Member of the household	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	35	0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available
27	26203698	9	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11719	Nov 2022	Non-Response	Could not be executed	Data Not Available	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Emigrated	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available
27	26203698	10	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11719	Nov 2022	Non-Response	Could not be executed	Data Not Available	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Emigrated	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available
27	62934086	1	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11719	Nov 2022	Non-Response	Could not be executed	Data Not Available	3481.490255	3481.490255	3481.490255	3269.201086	3269.201086	3269.201086	3.026767	3.026767	3.026767	2.91961	2.91961	2.91961	Member of the household	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	55	0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available
27	62934086	2	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11719	Nov 2022	Non-Response	Could not be executed	Data Not Available	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Emigrated	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available
27	62934086	3	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11719	Nov 2022	Non-Response	Could not be executed	Data Not Available	3481.490255	3481.490255	3481.490255	3269.201086	3269.201086	3269.201086	3.026767	3.026767	3.026767	2.91961	2.91961	2.91961	Member of the household	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	25	0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available
27	62934086	4	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11719	Nov 2022	Non-Response	Could not be executed	Data Not Available	3481.490255	3481.490255	3481.490255	3269.201086	3269.201086	3269.201086	3.026767	3.026767	3.026767	2.91961	2.91961	2.91961	Member of the household	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	22	0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available
27	62934086	5	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11719	Nov 2022	Non-Response	Could not be executed	Data Not Available	3481.490255	3481.490255	3481.490255	3269.201086	3269.201086	3269.201086	3.026767	3.026767	3.026767	2.91961	2.91961	2.91961	Member of the household	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	50	0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available
27	62934086	6	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11719	Nov 2022	Non-Response	Could not be executed	Data Not Available	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Emigrated	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available
27	14217257	1	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11719	Nov 2022	Non-Response	Could not be executed	Data Not Available	3481.490255	3481.490255	3481.490255	3269.201086	3269.201086	3269.201086	3.026767	3.026767	3.026767	2.91961	2.91961	2.91961	Member of the household	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	45	0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available
27	14217257	2	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11719	Nov 2022	Non-Response	Could not be executed	Data Not Available	3481.490255	3481.490255	3481.490255	3269.201086	3269.201086	3269.201086	3.026767	3.026767	3.026767	2.91961	2.91961	2.91961	Member of the household	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	40	0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available
27	14217257	3	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11719	Nov 2022	Non-Response	Could not be executed	Data Not Available	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Emigrated	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available
27	14217257	4	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11719	Nov 2022	Non-Response	Could not be executed	Data Not Available	3481.490255	3481.490255	3481.490255	3269.201086	3269.201086	3269.201086	3.026767	3.026767	3.026767	2.91961	2.91961	2.91961	Member of the household	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	17	0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available
27	14217257	5	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11719	Nov 2022	Non-Response	Could not be executed	Data Not Available	3481.490255	3481.490255	3481.490255	3269.201086	3269.201086	3269.201086	3.026767	3.026767	3.026767	2.91961	2.91961	2.91961	Member of the household	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	15	0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available
27	69245754	2	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11719	Nov 2022	Non-Response	Could not be executed	Data Not Available	3481.490255	3481.490255	3481.490255	3269.201086	3269.201086	3269.201086	3.026767	3.026767	3.026767	2.91961	2.91961	2.91961	Member of the household	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	45	0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available
27	69245754	3	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11719	Nov 2022	Non-Response	Could not be executed	Data Not Available	3481.490255	3481.490255	3481.490255	3269.201086	3269.201086	3269.201086	3.026767	3.026767	3.026767	2.91961	2.91961	2.91961	Member of the household	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	40	0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available
27	69245754	4	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11719	Nov 2022	Non-Response	Could not be executed	Data Not Available	3481.490255	3481.490255	3481.490255	0.0	0.0	0.0	3.026767	3.026767	3.026767	0.0	0.0	0.0	Member of the household	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	5	0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available
27	53665236	1	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11719	Nov 2022	Non-Response	Could not be executed	Data Not Available	3481.490255	3481.490255	3481.490255	3269.201086	3269.201086	3269.201086	3.026767	3.026767	3.026767	2.91961	2.91961	2.91961	Member of the household	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	45	0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available
