WAVE_NO	HH_ID	MEM_ID	STATE	HR	DISTRICT	REGION_TYPE	STRATUM	PSU_ID	MONTH_SLOT	RESPONSE_STATUS	REASON_FOR_NON_RESPONSE	FAMILY_SHIFTED	MEM_WEIGHT_W	MEM_WEIGHT_FOR_COUNTRY_W	MEM_WEIGHT_FOR_STATE_W	GE15_MEM_WEIGHT_W	GE15_MEM_WEIGHT_FOR_COUNTRY_W	GE15_MEM_WEIGHT_FOR_STATE_W	MEM_NON_RESPONSE_W	MEM_NON_RESPONSE_FOR_COUNTRY_W	MEM_NON_RESPONSE_FOR_STATE_W	GE15_MEM_NON_RESPONSE_W	GE15_MEM_NON_RESPONSE_FOR_COUNTRY_W	GE15_MEM_NON_RESPONSE_FOR_STATE_W	MEMBER_STATUS	REASON_FOR_EMIGRATION_IMMIGRATION	EMIGRATED_IMMIGRATED_FROM_TO_STATE	EMIGRATED_IMMIGRATED_FROM_TO_DISTRICT	EMIGRATED_IMMIGRATED_FROM_TO_REGION_TYPE	WILL_EMIGRATE	WILL_EMIGRATE_REASON	TIME_TO_EMIGRATE	WILL_EMIGRATE_STATE	WILL_EMIGRATE_DISTRICT	WILL_EMIGRATE_REGION_TYPE	GENDER	AGE_YRS	AGE_MTHS	RELATION_WITH_HOH	MARITAL_STATUS	STATE_OF_ORIGIN	RELIGION	CASTE	CASTE_CATEGORY	LITERACY	EDUCATION	DISCIPLINE	NATURE_OF_OCCUPATION	INDUSTRY_OF_OCCUPATION	OCCUPATION	EMPLOYMENT_STATUS	EMPLOYMENT_STATUS_SINCE_YRS	EMPLOYMENT_STATUS_SINCE_MTHS	EMPLOYMENT_STATUS_SINCE_DAYS	TYPE_OF_EMPLOYMENT	EMPLOYMENT_ARRANGEMENT	PLACE_OF_WORK	TIME_TO_START_WORKING	TIME_SPENT_ON_WORK_FOR_HH_AND_MEM	TIME_SPENT_ON_WORK_FOR_EMPLOYER	TIME_SPENT_ON_WORK_AS_UNPAID_TRAINEE	TIME_SPENT_ON_WORK_AS_UNPAID_VOLUNTEER	TIME_SPENT_ON_TRAVEL	TIME_SPENT_ON_LEARNING	TIME_SPENT_ON_RELIGIOUS_ACTIVITIES	TIME_SPENT_ON_OUTDOOR_SPORTS	TIME_SPENT_ON_HANGING_OUT_OR_WITH_FRIENDS	TIME_SPENT_ON_INDOOR_ENTERTAINMENT	TIME_SPENT_ON_OTHER_ACTIVITIES_FOR_SELF	IS_HEALTHY	IS_ON_REGULAR_MEDICATION	IS_HOSPITALISED	HAS_BANK_AC	HAS_CREDITCARD	HAS_KISAN_CREDITCARD	HAS_DEMAT_AC	HAS_PF_AC	HAS_LIC	HAS_HEALTH_INSURANCE	HAS_MOBILE
24	13086037	2	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	3305.937517	3305.937517	3305.937517	3136.618181	3136.618181	3136.618181	1.731492	1.731492	1.731492	1.674403	1.674403	1.674403	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	F	52	0	Spouse	Married	Karnataka	Hindu	Other OBC	OBC	Y	2nd Std. Pass	Not Applicable	Home Maker	Not Applicable	Home Makers	Unemployed, not willing and not looking for a job	30	-100	-100	Not Applicable	Not Applicable	Not Applicable	Never	4.0	-100.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	15.0	Y	N	N	Y	N	N	N	N	N	Y	N
24	13086037	3	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	3305.937517	3305.937517	3305.937517	3136.618181	3136.618181	3136.618181	1.731492	1.731492	1.731492	1.674403	1.674403	1.674403	Immigrated	Immigrated here because of education	Karnataka	Haveri	RURAL	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	M	42	0	Son	Unmarried	Karnataka	Hindu	Other OBC	OBC	Y	Graduate	Arts	Unoccupied	Not Applicable	Unoccupied	Unemployed, not willing and not looking for a job	20	-100	-100	Not Applicable	Not Applicable	Not Applicable	Never	2.0	-100.0	0.0	0.0	1.0	0.0	1.0	1.0	2.0	2.0	15.0	Y	N	N	Y	N	N	N	N	N	Y	N
24	13086037	4	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Emigrated	Family split	Karnataka	Haveri	RURAL	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
24	66018724	1	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	3305.937517	3305.937517	3305.937517	3136.618181	3136.618181	3136.618181	1.731492	1.731492	1.731492	1.674403	1.674403	1.674403	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	F	50	0	HOH	Widowed	Karnataka	Hindu	Other OBC	OBC	Y	2nd Std. Pass	Not Applicable	Support Staff	Education	Other health related workers (anganwadi workers & helpers)	Employed	20	-100	-100	Full-time	Salaried - Temporary	Company - others	Not Applicable	2.0	8.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	9.0	Y	N	N	Y	N	N	N	N	Y	Y	Y
24	66018724	2	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Emigrated	Family split	Karnataka	Haveri	RURAL	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
24	66018724	3	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Emigrated	Family split	Karnataka	Haveri	RURAL	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
24	66018724	4	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Emigrated	Family split	Karnataka	Haveri	RURAL	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
24	66018724	5	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Emigrated	Family split	Karnataka	Haveri	RURAL	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
24	66018724	6	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Emigrated	Family split	Karnataka	Haveri	RURAL	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
24	66018724	7	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Emigrated	Family split	Karnataka	Haveri	RURAL	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
24	66018724	8	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Emigrated	Family split	Karnataka	Haveri	RURAL	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
24	66018724	9	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Emigrated	Family split	Karnataka	Haveri	RURAL	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
24	58355042	1	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	3305.937517	3305.937517	3305.937517	3136.618181	3136.618181	3136.618181	1.731492	1.731492	1.731492	1.674403	1.674403	1.674403	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	M	47	0	HOH	Married	Karnataka	Hindu	Other OBC	OBC	Y	Graduate	Arts	Organised Farmer	Crop Cultivation	(Organised crop farmers) Crop cultivators, vegetable cultivators, fruit growers, Floriculturists	Employed	20	-100	-100	Full-time	Self-employed	Own-farm	Not Applicable	3.0	6.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0	10.0	Y	N	N	Y	N	Y	N	N	N	Y	Y
24	58355042	2	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	3305.937517	3305.937517	3305.937517	3136.618181	3136.618181	3136.618181	1.731492	1.731492	1.731492	1.674403	1.674403	1.674403	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	F	42	0	Spouse	Married	Karnataka	Hindu	Other OBC	OBC	Y	10th Std. Pass	Not Applicable	Home Maker	Not Applicable	Home Makers	Unemployed, not willing and not looking for a job	25	-100	-100	Not Applicable	Not Applicable	Not Applicable	Never	4.0	-100.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	3.0	13.0	Y	N	N	Y	N	N	N	N	N	Y	N
24	58355042	3	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	3305.937517	3305.937517	3305.937517	3136.618181	3136.618181	3136.618181	1.731492	1.731492	1.731492	1.674403	1.674403	1.674403	Immigrated	Other reasons	Karnataka	Haveri	RURAL	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	F	23	0	Daughter	Unmarried	Karnataka	Hindu	Other OBC	OBC	Y	Graduate	Arts	Student	Not Applicable	Students	Unemployed, not willing and not looking for a job	11	-100	-100	Not Applicable	Not Applicable	Not Applicable	Never	2.0	-100.0	0.0	0.0	1.0	8.0	0.0	1.0	1.0	2.0	9.0	Y	N	N	Y	N	N	N	N	N	Y	N
24	58355042	4	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	3305.937517	3305.937517	3305.937517	3136.618181	3136.618181	3136.618181	1.731492	1.731492	1.731492	1.674403	1.674403	1.674403	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	M	20	0	Son	Unmarried	Karnataka	Hindu	Other OBC	OBC	Y	12th Std. Pass	Science	Student	Not Applicable	Students	Unemployed, not willing and not looking for a job	8	-100	-100	Not Applicable	Not Applicable	Not Applicable	Never	2.0	-100.0	0.0	0.0	1.0	8.0	0.0	1.0	1.0	2.0	9.0	Y	N	N	Y	N	N	N	N	N	Y	N
24	58355042	5	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	3305.937517	3305.937517	3305.937517	3136.618181	3136.618181	3136.618181	1.731492	1.731492	1.731492	1.674403	1.674403	1.674403	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	M	20	0	Son	Unmarried	Karnataka	Hindu	Other OBC	OBC	Y	12th Std. Pass	Arts	Student	Not Applicable	Students	Unemployed, not willing and not looking for a job	8	-100	-100	Not Applicable	Not Applicable	Not Applicable	Never	2.0	-100.0	0.0	0.0	1.0	8.0	0.0	1.0	1.0	2.0	9.0	Y	N	N	Y	N	N	N	N	N	Y	N
24	34698312	1	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	3305.937517	3305.937517	3305.937517	3136.618181	3136.618181	3136.618181	1.731492	1.731492	1.731492	1.674403	1.674403	1.674403	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	M	53	0	HOH	Married	Karnataka	Hindu	Other OBC (Pasmanda)	OBC	Y	6th Std. Pass	Not Applicable	Organised Farmer	Crop Cultivation	(Organised crop farmers) Crop cultivators, vegetable cultivators, fruit growers, Floriculturists	Employed	20	-100	-100	Full-time	Self-employed	Own-farm	Not Applicable	2.0	6.0	0.0	0.0	1.0	0.0	0.0	1.5	1.0	2.0	10.5	Y	N	N	Y	N	N	N	N	N	Y	Y
24	34698312	2	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	3305.937517	3305.937517	3305.937517	3136.618181	3136.618181	3136.618181	1.731492	1.731492	1.731492	1.674403	1.674403	1.674403	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	F	48	0	Spouse	Married	Karnataka	Hindu	Other OBC (Pasmanda)	OBC	Y	8th Std. Pass	Not Applicable	Home Maker	Not Applicable	Home Makers	Unemployed, not willing and not looking for a job	25	-100	-100	Not Applicable	Not Applicable	Not Applicable	Never	2.0	-100.0	0.0	0.0	1.0	0.0	1.0	1.0	1.5	2.5	15.0	Y	N	N	Y	N	N	N	N	N	Y	N
24	34698312	3	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	3305.937517	3305.937517	3305.937517	3136.618181	3136.618181	3136.618181	1.731492	1.731492	1.731492	1.674403	1.674403	1.674403	Immigrated	Immigrated here because of education	Karnataka	Haveri	RURAL	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	F	22	0	Daughter	Unmarried	Karnataka	Hindu	Other OBC (Pasmanda)	OBC	Y	12th Std. Pass	Arts	Student	Not Applicable	Students	Unemployed, not willing and not looking for a job	10	-100	-100	Not Applicable	Not Applicable	Not Applicable	Never	2.0	-100.0	0.0	0.0	1.0	8.0	0.0	1.0	1.0	2.0	9.0	Y	N	N	Y	N	N	N	N	N	Y	N
24	34698312	4	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	3305.937517	3305.937517	3305.937517	3136.618181	3136.618181	3136.618181	1.731492	1.731492	1.731492	1.674403	1.674403	1.674403	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	F	18	0	Daughter	Unmarried	Karnataka	Hindu	Other OBC (Pasmanda)	OBC	Y	8th Std. Pass	Not Applicable	Student	Not Applicable	Students	Unemployed, not willing and not looking for a job	6	-100	-100	Not Applicable	Not Applicable	Not Applicable	Never	2.0	-100.0	0.0	0.0	1.0	8.0	1.0	0.0	1.0	2.0	9.0	Y	N	N	Y	N	N	N	N	N	Y	N
24	34698312	5	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	3305.937517	3305.937517	3305.937517	3136.618181	3136.618181	3136.618181	1.731492	1.731492	1.731492	1.674403	1.674403	1.674403	Immigrated	Immigrated here because of education	Karnataka	Haveri	RURAL	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	F	20	0	Daughter	Unmarried	Karnataka	Hindu	Other OBC (Pasmanda)	OBC	Y	12th Std. Pass	Arts	Student	Not Applicable	Students	Unemployed, not willing and not looking for a job	8	-100	-100	Not Applicable	Not Applicable	Not Applicable	Never	2.0	-100.0	0.0	0.0	1.0	8.0	0.0	1.0	1.0	2.0	9.0	Y	N	N	Y	N	N	N	N	N	Y	N
24	38021045	1	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	3305.937517	3305.937517	3305.937517	3136.618181	3136.618181	3136.618181	1.731492	1.731492	1.731492	1.674403	1.674403	1.674403	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	M	57	0	HOH	Married	Karnataka	Hindu	Caste not stated	OBC	Y	5th Std. Pass	Not Applicable	Retired/Aged	Not Applicable	Retired/Aged	Unemployed, willing but not looking for a job	20	-100	-100	Not Applicable	Not Applicable	Not Applicable	Never	4.0	-100.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	15.0	Y	N	N	Y	N	N	N	N	N	Y	Y
24	38021045	2	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	3305.937517	3305.937517	3305.937517	3136.618181	3136.618181	3136.618181	1.731492	1.731492	1.731492	1.674403	1.674403	1.674403	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	F	53	0	Spouse	Married	Karnataka	Hindu	Caste not stated	OBC	Y	4th Std. Pass	Not Applicable	Home Maker	Not Applicable	Home Makers	Unemployed, not willing and not looking for a job	30	-100	-100	Not Applicable	Not Applicable	Not Applicable	Never	4.0	-100.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	4.0	14.0	Y	N	N	Y	N	N	N	N	N	Y	N
24	38021045	3	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	3305.937517	3305.937517	3305.937517	3136.618181	3136.618181	3136.618181	1.731492	1.731492	1.731492	1.674403	1.674403	1.674403	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	M	25	0	Son	Unmarried	Karnataka	Hindu	Caste not stated	OBC	Y	12th Std. Pass	Commerce	Organised Farmer	Crop Cultivation	(Organised crop farmers) Crop cultivators, vegetable cultivators, fruit growers, Floriculturists	Employed	10	-100	-100	Full-time	Self-employed	Own-farm	Not Applicable	2.0	7.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0	10.0	Y	N	N	Y	N	N	N	N	N	Y	N
24	38021045	4	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	3305.937517	3305.937517	3305.937517	3136.618181	3136.618181	3136.618181	1.731492	1.731492	1.731492	1.674403	1.674403	1.674403	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	M	22	0	Son	Unmarried	Karnataka	Hindu	Caste not stated	OBC	Y	12th Std. Pass	Arts	Student	Not Applicable	Students	Unemployed, not willing and not looking for a job	10	-100	-100	Not Applicable	Not Applicable	Not Applicable	Never	2.0	-100.0	0.0	0.0	1.0	8.0	0.0	1.0	1.0	2.0	9.0	Y	N	N	Y	N	N	N	N	N	Y	N
24	38021045	5	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Emigrated	Shifted to in-laws/new residence after marriage	Karnataka	Haveri	RURAL	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
24	16294756	1	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Emigrated	Family split	Karnataka	Haveri	RURAL	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100	-100	-100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	-100.0	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
24	16294756	2	Karnataka	HR 61	Haveri	RURAL	HR 61_RURAL_R	PSU_ID_11717	Nov 2021	Accepted	No Failure	N	3305.937517	3305.937517	3305.937517	3136.618181	3136.618181	3136.618181	1.731492	1.731492	1.731492	1.674403	1.674403	1.674403	Member of the household	Not Applicable	Not Applicable	Not Applicable	Not Applicable	N	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	M	45	0	HOH	Married	Karnataka	Hindu	Vokkaliga	OBC	Y	6th Std. Pass	Not Applicable	Organised Farmer	Crop Cultivation	(Organised crop farmers) Crop cultivators, vegetable cultivators, fruit growers, Floriculturists	Employed	25	-100	-100	Full-time	Self-employed	Own-farm	Not Applicable	2.0	7.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	2.0	10.0	Y	N	N	Y	N	N	N	N	N	Y	Y
